,lfd,Ort,GID,LONG,LAT,grid_chr,grid_num,romanNr,trayNr,count,n_places,new
531,107,Lichtenberg,28610,7.48181,48.9216,i',11,III,5,3,1,28610
698,119,Zinsweiler,30046,7.59018,48.9196,i',12,III,5,6,1,30046
728,38,Oberbronn,26095,7.6082,48.94109,i',12,III,5,6,1,26095
787,"39, 40, 41","Bad-Niederbronn (Niederbronn-Les-Bains), Niederbronn (GID von Niederbronn les bains), Bad-Niederbronn (Niederbronn-Les-Bains)","31576, 31576, 31576",7.64282,48.95108,i',12,III,5,6,3,31576
821,42,Reichshofen (Reichshoffen),36515,7.66338,48.93223,i',12,III,5,6,1,36515
880,54,Nehweiler (Nehwiller),28517,7.70322,48.96072,i',13,III,5,14,1,28517
907,53,Fröschweiler (Frœschwiller),32843,7.72171,48.94318,i',13,III,5,14,1,32843
921,55,Langensulzbach (Langensoultzbach),24036,7.73367,48.96812,i',13,III,5,14,1,24036
936,52,Wört (Woerth),35932,7.74374,48.93677,i',13,III,5,14,1,35932
951,51,Oberdorf-Spachbach,32078,7.75696,48.92512,i',13,III,5,14,1,32078
956,44,Mattstall,34750,7.7613,48.98757,i',13,III,5,14,1,34750
964,47,Görsdorf (Goersdorf),29006,7.76782,48.95111,i',13,III,5,14,1,29006
970,50,Diefenbach (Dieffenbach-Lès-Woerth),33018,7.77425,48.93532,i',13,III,5,14,1,33018
986,46,Mitschdorf,25649,7.78435,48.9524,i',13,III,5,14,1,25649
1009,48,Preuschdorf,26153,7.80425,48.9435,i',13,III,5,14,1,26153
1032,45,Lampertsloch,29339,7.81713,48.95698,i',13,III,5,14,1,29339
1046,49,Merkweiler (Merkwiller-Pechelbronn),31402,7.82707,48.93886,i',13,III,5,14,1,31402
1052,43,Lembach-Pfaffenbronn (Pfaffenbronn),24407,7.83111,48.99355,i',13,III,5,14,1,24407
1066,76,Oberkutzenhausen,31135,7.84049,48.93847,i',13,III,5,14,1,31135
1072,75,Lobsann,23566,7.84681,48.96327,i',14,III,5,20,1,23566
1082,69,Kutzenhausen,25870,7.85624,48.93375,i',14,III,5,20,1,25870
1102,74,Drachenbronn,30815,7.87037,48.98626,i',14,III,5,20,1,30815
1103,71,Memmelshofen (Memmelshoffen),33369,7.87106,48.96013,i',14,III,5,20,1,33369
1114,70,Retschweiler (Retschwiller),30431,7.87838,48.95025,i',14,III,5,20,1,30431
1123,72,Keffenach,23702,7.88225,48.96489,i',14,III,5,20,1,23702
1125,68,Sulz u. (f) (Soultz-Sous-Forêts),29327,7.88268,48.93782,i',14,III,5,20,1,29327
1126,73,Birlenbach,35707,7.8829,48.9763,i',14,III,5,20,1,35707
1148,57,Bremmelbach,32762,7.90023,48.986,i',14,III,5,20,1,32762
1166,66,Hermersweiler (Hermerswiller),23239,7.91205,48.93588,i',14,III,5,20,1,23239
1171,67,Schönenburg (Schoenenbourg),29601,7.91332,48.95207,i',14,III,5,20,1,29601
1201,58,Ingolsheim,26457,7.93636,48.97357,i',14,III,5,20,1,26457
1206,64,Hofen (Hoffen),33872,7.9412,48.92766,i',14,III,5,20,1,33872
1208,60,Hunspach,33566,7.94316,48.9536,i',14,III,5,20,1,33566
1214,63,Leitersweiler (Leiterswiller),35545,7.94768,48.92407,i',14,III,5,20,1,35545
1222,56,Riedselz (Riedseltz),35410,7.95195,48.99281,i',14,III,5,20,1,35410
1259,61,Aschbach,27315,7.98262,48.93423,i',14,III,5,20,1,27315
1268,59,Oberseebach,544440,7.98947,48.9672,i',14,III,5,20,1,544440
1271,62,Stundweiler (Stundwiller),28779,7.99256,48.92477,i',14,III,5,20,1,28779
1288,1491,Bühl (Buhl),35189,8.00666,48.91753,i',14,III,5,20,1,35189
1307,1445,Trimbach,27311,8.0182,48.94347,i',15,III,5,16,1,27311
1324,1446,Kaidenburg (Kaidenbourg),33448,8.03018,48.94495,i',15,III,5,16,1,33448
1325,1447,Kröttweiler (Croettwiller),33724,8.03043,48.93123,i',15,III,5,16,1,33724
1338,1444,Siegen (Weissenburg),25854,8.04269,48.9581,i',15,III,5,16,1,25854
1344,1433,Schleital (Schleithal),28920,8.04688,48.98799,i',15,III,5,16,1,28920
1371,1448,Eberbach-Selz,33076,8.06718,48.92481,i',15,III,5,16,1,33076
1373,1443,Oberlauterbach,36094,8.07041,48.94851,i',15,III,5,16,1,36094
1380,1434,Salmbach (bei Weißenburg),35524,8.07143,48.97818,i',15,III,5,16,1,35524
1415,1442,Winzenbach (Winthenbach),32377,8.1038,48.9341,i',15,III,5,16,1,32377
1417,"1435, 1436, 1437","Niederlauterbach, Niederlauterbach, Niederlauterbach","36417, 36417, 36417",8.10398,48.97233,i',15,III,5,16,3,36417
1444,1439,Neeweiler (Neewiller-près-Lauterbourg),35450,8.12624,48.95491,i',15,III,5,16,1,35450
1454,1438,Scheibenhard,35831,8.13481,48.97663,i',15,III,5,16,1,35831
1469,1441,Münchhausen (Munchhausen),29137,8.14635,48.92142,i',15,III,5,16,1,29137
1475,1440,Motern (Mothern),34338,8.15128,48.93354,i',15,III,5,16,1,34338
1505,1449,Lauterburg (Weissenburg) (Lauterbourg),34502,8.18046,48.97495,i',16,III,5,9,1,34502
1530,1456,Illingen,128618,8.20923,48.9349,i',16,III,5,9,1,128618
1534,1455,Elchesheim,130448,8.2136,48.93047,i',16,III,5,9,1,130448
1553,1457,Au am Rhein,133996,8.23933,48.95136,i',16,III,5,9,1,133996
1572,1454,Würmersheim,128041,8.25452,48.94056,i',16,III,5,9,1,128041
1588,1450,Neuburgweier,134177,8.26776,48.96981,i',16,III,5,9,1,134177
1590,1453,Durmersheim,133823,8.2685,48.93129,i',16,III,5,9,1,133823
1599,1452,Mörsch,129038,8.28883,48.96003,i',16,III,5,9,1,129038
1623,1451,Forchheim,130344,8.31683,48.97425,i',16,III,5,9,1,130344
31,89,Diedendorf,35520,7.04974,48.87869,k',9,III,6,14,1,35520
42,78,Pisdorf (Bischtroff-sur-Sarre),29758,7.06995,48.9005,k',9,III,6,14,1,29758
48,"87, 88","Wolfskirchen, Wolfskirchen","27205, 27205",7.07612,48.87884,k',9,III,6,14,2,27205
50,77,Zollingen,28282,7.07636,48.91048,k',9,III,6,14,1,28282
55,86,Bärendorf (Baerendorf),31654,7.08463,48.83742,k',9,III,6,14,1,31654
73,79,Burbach,32396,7.11226,48.90144,k',9,III,6,14,1,32396
76,160,Hirschland,28946,7.11324,48.83701,k',9,III,6,14,1,28946
78,84,Eschweiler (Eschwiller),36400,7.11652,48.8596,k',9,III,6,14,1,36400
88,83,Eyweiler (Eywiller),25659,7.13172,48.8709,k',9,III,6,14,1,25659
97,80,Tal bei Drulingen (Thal-Drulingen),34145,7.1452,48.90983,k',9,III,6,14,1,34145
106,81,Berg,34003,7.1532,48.89487,k',9,III,6,14,1,34003
110,82,Güngweiler (Gungwiller),24747,7.15771,48.88171,k',9,III,6,14,1,24747
113,85,Weyer,24699,7.15976,48.85488,k',9,III,6,14,1,24699
125,106,"Berg, Rexingen",26209,7.17654,48.90012,k',10,III,6,17,1,26209
133,100,Bettweiler (Bettwiller),26679,7.17993,48.88617,k',10,III,6,17,1,26679
139,102,Drulingen,27420,7.18979,48.8662,k',10,III,6,17,1,27420
143,99,Dürstel (Durstel),33217,7.19745,48.89156,k',10,III,6,17,1,33217
147,98,Adamsweiler (Adamswiller),32371,7.20348,48.90463,k',10,III,6,17,1,32371
149,105,Sieweiler (Siewiller),23603,7.20676,48.84318,k',10,III,6,17,1,23603
162,101,Aßweiler (Asswiller),29857,7.2198,48.88035,k',10,III,6,17,1,29857
170,103,Ottweiler (Ottwiller),31131,7.23096,48.86516,k',10,III,6,17,1,31131
187,104,Lohr,31727,7.24351,48.85748,k',10,III,6,17,1,31727
188,94,Tieffenbach,29081,7.24987,48.90483,k',10,III,6,17,1,29081
191,95,Strut (Struth),24539,7.25475,48.89009,k',10,III,6,17,1,24539
207,166,Schönburg (Schoenbourg),29396,7.26823,48.83392,k',10,III,6,17,1,29396
209,96,Petersbach,28466,7.26874,48.86912,k',10,III,6,17,1,28466
217,92,Frohmühl (Frohmuhl),36494,7.28007,48.90754,k',10,III,6,17,1,36494
234,91,Hinsburg (Hinsbourg),28368,7.28852,48.90706,k',10,III,6,17,1,28368
273,90,Puberg,26138,7.31461,48.91322,k',10,III,6,17,1,26138
281,97,Lützelstein (La Petite-Pierre),26984,7.32076,48.85864,k',10,III,6,17,1,26984
313,109,Zittersheim,33858,7.34551,48.89955,k',11,III,6,11,1,33858
332,110,Erkartsweiler (Erckartswiller),34199,7.3596,48.87532,k',11,III,6,11,1,34199
414,118,Weitersweiler (Weiterswiller),28382,7.41341,48.85298,k',11,III,6,11,1,28382
418,111,Sparsbach,31804,7.41533,48.87754,k',11,III,6,11,1,31804
427,108,Wimmenau,28225,7.41957,48.91035,k',11,III,6,11,1,28225
454,112,Weinburg (Weinbourg),33225,7.44029,48.87157,k',11,III,6,11,1,33225
472,117,Obersulzbach (Obersoultzbach),29035,7.45013,48.85174,k',11,III,6,11,1,29035
504,116,Niedersulzbach (Niedersoultzbach),27997,7.4662,48.84923,k',11,III,6,11,1,27997
529,113,Ingweiler (Ingwiller),34722,7.48031,48.87322,k',11,III,6,11,1,34722
540,115,Uttweiler (Uttwiller),24118,7.48667,48.84591,k',11,III,6,11,1,24118
549,114,Menchhofen (Menchhoffen),28590,7.49498,48.85955,k',11,III,6,11,1,28590
595,135,Schillersdorf,24374,7.52526,48.87312,k',12,III,6,19,1,24374
603,121,Rotbach,32009,7.52883,48.90568,k',12,III,6,19,1,32009
623,136,Obermodern,30312,7.53932,48.84466,k',12,III,6,19,1,30312
625,122,Bischholz,23178,7.53995,48.89301,k',12,III,6,19,1,23178
629,120,Offweiler,29193,7.54296,48.91021,k',12,III,6,19,1,29193
639,134,Zutzendorf,36132,7.54972,48.85428,k',12,III,6,19,1,36132
642,123,Mühlhausen,28886,7.5527,48.88226,k',12,III,6,19,1,28886
686,124,Uhrweiler (Uhrwiller),25741,7.57892,48.8784,k',12,III,6,19,1,25741
714,133,Kindweiler,33149,7.59731,48.86227,k',12,III,6,19,1,33149
729,"132, 137","Pfaffenhofen, Pfaffenhofen -Volksberg","32869, 32869",7.60881,48.84422,k',12,III,6,19,2,32869
732,211,Walk (La Walck),32317,7.60966,48.84793,k',12,III,6,19,1,32317
739,125,Engweiler,24131,7.61501,48.88508,k',12,III,6,19,1,24131
747,129,Bitschhofen,24823,7.61913,48.85878,k',12,III,6,19,1,24823
757,131,Niedermodern,35088,7.62648,48.84525,k',12,III,6,19,1,35088
763,130,Überach (Uberach),34341,7.62806,48.84844,k',12,III,6,19,1,34341
768,126,Gumbrechtshofen,25012,7.6319,48.90544,k',12,III,6,19,1,25012
778,128,Mietesheim,32445,7.63837,48.87814,k',12,III,6,19,1,32445
815,127,Gundershofen,35611,7.6592,48.90652,k',12,III,6,19,1,35611
841,149,Griesbach,23343,7.67856,48.89026,k',13,III,6,13,1,23343
844,148,Merzweiler (Mertzwiller),29651,7.67936,48.86259,k',13,III,6,13,1,29651
896,140,Forstheim,26750,7.71468,48.89506,k',13,III,6,13,1,26750
904,139,Eberbach,24090,7.71711,48.91154,k',13,III,6,13,1,24090
906,147,Laubach,25219,7.72032,48.88168,k',13,III,6,13,1,25219
925,146,Eschbach,31972,7.73641,48.87453,k',13,III,6,13,1,31972
934,141,Morsbronn (Morsbronn-Les-Bains),29546,7.74283,48.90037,k',13,III,6,13,1,29546
937,142,Hagenheim (Hegeney),25021,7.74557,48.89153,k',13,III,6,13,1,25021
950,159,Walburg-Hinterfeld (Hinterfeld),35141,7.75568,48.88314,k',13,III,6,13,1,35141
960,138,Gunstett,24495,7.76471,48.91584,k',13,III,6,13,1,24495
965,143,Dürrenbach (Durrenbach),27266,7.76797,48.89675,k',13,III,6,13,1,27266
991,145,Walburg (Walbourg),24247,7.78939,48.88652,k',13,III,6,13,1,24247
994,144,Biblisheim,35318,7.79196,48.89991,k',13,III,6,13,1,35318
1073,152,Surburg,23686,7.84913,48.90982,k',14,III,6,10,1,23686
1112,153,Schwabweiler,28192,7.87665,48.90207,k',14,III,6,10,1,28192
1130,151,Reimersweiler,24516,7.88417,48.9137,k',14,III,6,10,1,24516
1146,154,Oberbetschdorf,544438,7.89812,48.8986,k',14,III,6,10,1,544438
1176,155,Betschdorf,36142,7.91634,48.89883,k',14,III,6,10,1,36142
1177,156,Niederbetschdorf,544439,7.91693,48.8985,k',14,III,6,10,1,544439
1187,"65, 150","Kühlendorf (Kuhlendorf) und Hohweiler, Kühlendorf (Kuhlendorf)","28775, 28775",7.92307,48.91408,k',14,III,6,10,2,28775
1228,157,Rittershofen,27358,7.95587,48.90241,k',14,III,6,10,1,27358
1251,158,Hatten,26645,7.97777,48.90173,k',14,III,6,10,1,26645
1316,1499,Leutenheim,29501,8.02175,48.843,k',15,III,6,11,1,29501
1334,1500,Forstfeld,25165,8.03702,48.859,k',15,III,6,11,1,25165
1337,1492,Niederrödern/Elsass,36373,8.04105,48.90576,k',15,III,6,11,1,36373
1355,1498,Roppenheim,25276,8.05791,48.8465,k',15,III,6,11,1,25276
1372,1501,Kesseldorf (Weissenburg),32177,8.06748,48.87606,k',15,III,6,11,1,32177
1391,1502,Beinheim (Weissenburg),28246,8.08253,48.86153,k',15,III,6,11,1,28246
1413,1493,Schaffhausen (Schaffhouse-près-Selz),25732,8.10006,48.9087,k',15,III,6,11,1,25732
1416,1494,Selz (Seltz),26997,8.10383,48.89457,k',15,III,6,11,1,26997
1453,1497,Wintersdorf,130879,8.13451,48.84595,k',15,III,6,11,1,130879
1477,1496,Ottersdorf,134028,8.15398,48.86103,k',15,III,6,11,1,134028
1478,1495,Plittersdorf bei Rastatt,134010,8.15649,48.88249,k',15,III,6,11,1,134010
1519,1503,Steinmauern,133799,8.19956,48.90045,k',16,III,6,12,1,133799
1521,"1512, 1513","Rastatt, Rastatt","131336, 131336",8.20142,48.8573,k',16,III,6,12,2,131336
1539,1511,Niederbühl,133791,8.21769,48.84547,k',16,III,6,12,1,133791
1550,1505,Ötigheim,127975,8.23212,48.89333,k',16,III,6,12,1,127975
1567,1510,Rauental,128709,8.24794,48.8572,k',16,III,6,12,1,128709
1569,1504,Bietigheim,128406,8.25343,48.91099,k',16,III,6,12,1,128406
1595,1506,Muggensturm,130284,8.2763,48.87021,k',16,III,6,12,1,130284
1597,1509,Bischweier,130103,8.28478,48.83768,k',16,III,6,12,1,130103
1618,1508,Oberweier,133727,8.31051,48.84847,k',16,III,6,12,1,133727
1634,1507,Waldprechtsweier,131094,8.33173,48.8612,k',16,III,6,12,1,131094
1637,1514,Malsch,132645,8.3345,48.88047,k',16,III,6,12,1,132645
39,161,Kirberg (Kirrberg),25696,7.06204,48.8233,l',9,III,7,3,1,25696
52,163,Goerlingen,23605,7.08247,48.79646,l',9,III,7,3,1,23605
72,162,Rauweiler,24734,7.10907,48.81139,l',9,III,7,3,1,24734
177,167,Büst (Bust),28808,7.2357,48.82915,l',10,III,7,4,1,28808
195,168,Pfalzweier (-weyer),31843,7.25813,48.80543,l',10,III,7,4,1,31843
220,165,Graufthal,28933,7.28092,48.81935,l',10,III,7,4,1,28933
243,164,Etschburg (Eschbourg),29053,7.29591,48.81267,l',10,III,7,4,1,29053
315,1074,Otterstal,26241,7.34837,48.75567,l',11,III,7,18,1,26241
324,179,Eckartsweiler,31020,7.357,48.76744,l',11,III,7,18,1,31020
336,178,St. Johann (Saint-Jean-Saverne),26225,7.36064,48.76931,l',11,III,7,18,1,26225
363,177,Ernolsheim (Ernoldsheim-Lès-Saverne),29927,7.38025,48.78942,l',11,III,7,18,1,29927
400,175,Dossenheim (Dossenheim-Sur-Zinsel),29820,7.40138,48.80593,l',11,III,7,18,1,29820
402,174,Neuweiler (Neuwiller-Lès-Saverne),29879,7.4034,48.82391,l',11,III,7,18,1,29879
413,180,Steinburg (Steinbourg),25832,7.41332,48.7697,l',11,III,7,18,1,25832
431,176,Hattmatt,32132,7.42386,48.79158,l',11,III,7,18,1,32132
446,173,Griesbach Le Bastberg,30040,7.43717,48.81355,l',11,III,7,18,1,30040
474,181,Rosenweiler-Dettweiler,26137,7.45083,48.76772,l',11,III,7,18,1,26137
486,172,Imbsheim,32446,7.45399,48.80165,l',11,III,7,18,1,32446
507,182,Dettweiler,23519,7.46685,48.75406,l',11,III,7,18,1,23519
522,"169, 170","Buchsweiler (Bouxwiller), Buchsweiler (Bouxwiller)","29528, 29528",7.47851,48.82528,l',11,III,7,18,2,29528
525,184,Gottesheim-Prinzheim,36329,7.47921,48.79113,l',11,III,7,18,1,36329
526,183,Gottesheim,35275,7.47938,48.77591,l',11,III,7,18,1,35275
527,171,Riedheim,31653,7.47956,48.81064,l',11,III,7,18,1,31653
571,198,Bosselshausen,28344,7.50884,48.80522,l',11,III,7,18,1,28344
585,"201, 202","Melsheim, Melsheim","30530, 30530",7.51974,48.75911,l',12,III,7,21,2,30530
596,"196, 197","Zöbersdorf, Zöbersdorf","31310, 31310",7.52538,48.79381,l',12,III,7,21,2,31310
605,190,Kirrweiler,30192,7.53026,48.81331,l',12,III,7,21,1,30192
606,199,Wickersheim,36031,7.53159,48.78313,l',12,III,7,21,1,36031
635,195,Lixhausen,29770,7.5473,48.79426,l',12,III,7,21,1,29770
645,191,Dringendorf,36408,7.55409,48.80777,l',12,III,7,21,1,36408
651,188,Büsweiler (Buswiller),33694,7.55923,48.82025,l',12,III,7,21,1,33694
652,189,Schalkendorf,34133,7.55965,48.83213,l',12,III,7,21,1,34133
653,200,Bossendorf,35989,7.55983,48.78146,l',12,III,7,21,1,35989
672,203,Hochfelden,33570,7.57004,48.75735,l',12,III,7,21,1,33570
690,187,Ettendorf,29811,7.58414,48.81374,l',12,III,7,21,1,29811
707,194,Alteckendorf,35671,7.59484,48.79272,l',12,III,7,21,1,35671
717,204,Schwindratzheim,36271,7.59981,48.7561,l',12,III,7,21,1,36271
748,193,Minversheim,33253,7.61936,48.78575,l',12,III,7,21,1,33253
759,186,Morschweiler,35600,7.62689,48.81972,l',12,III,7,21,1,35600
785,192,Hüttendorf,23147,7.64259,48.80222,l',12,III,7,21,1,23147
807,185,Dauendorf,27771,7.65509,48.82974,l',12,III,7,21,1,27771
817,205,Wittersheim,28969,7.66007,48.78303,l',12,III,7,21,1,28969
835,206,Uhlweiler,23378,7.67396,48.82047,l',12,III,7,21,1,23378
840,219,Hochstett,30405,7.67779,48.77853,l',13,III,7,16,1,30405
854,218,Wahlenheim,29111,7.68522,48.76281,l',13,III,7,16,1,29111
862,217,Bernolsheim,31558,7.69085,48.75532,l',13,III,7,16,1,31558
874,207,Ohlungen,35729,7.70034,48.81187,l',13,III,7,16,1,35729
877,221,Wintershausen,27643,7.70271,48.79349,l',13,III,7,16,1,27643
883,220,Batzendorf,36521,7.70638,48.78331,l',13,III,7,16,1,36521
895,216,Rottelsheim,27989,7.7144,48.75688,l',13,III,7,16,1,27989
914,215,Kriegsheim,36186,7.72687,48.75719,l',13,III,7,16,1,36186
922,"208, 209","Schweighausen (Schweighouse-Sur-Moder), Schweighausen (Schweighouse-Sur-Moder)","30620, 30620",7.73517,48.82151,l',13,III,7,16,2,30620
926,214,Niederschäffolsheim,33360,7.7384,48.7721,l',13,III,7,16,1,33360
971,213,Weitbruch,28084,7.77586,48.7535,l',13,III,7,16,1,28084
988,"210, 229","Hagenau, Hagenau","36379, 36379",7.78868,48.81435,l',13,III,7,16,2,36379
1021,212,Gries,27422,7.81383,48.75262,l',13,III,7,16,1,27422
1057,225,Kaltenhausen,32764,7.83521,48.79041,l',13,III,7,16,1,32764
1090,227,Bischweiler,35210,7.85912,48.76826,l',14,III,7,11,1,35210
1097,226,Oberhofen (Oberhoffen-Sur-Moder),33351,7.86327,48.78298,l',14,III,7,11,1,33351
1156,228,Rohrwiller,30309,7.90543,48.75592,l',14,III,7,11,1,30309
1157,224,Schirrhein,33593,7.90562,48.80154,l',14,III,7,11,1,33593
1183,223,Schirrhofen,31099,7.9193,48.8066,l',14,III,7,11,1,31099
1230,222,Sufflenheim,23536,7.95924,48.82979,l',14,III,7,11,1,23536
1265,230,Falhünden (Dalhünden),24433,7.98835,48.77367,l',14,III,7,11,1,24433
1276,1547,Stattmatten,29689,7.9997,48.79553,l',14,III,7,11,1,29689
1290,1555,Greffern,132723,8.00704,48.7525,l',14,III,7,11,1,132723
1291,1549,Runzenheim (Rountzenheim),23733,8.00708,48.82172,l',14,III,7,11,1,23733
1293,1548,Auenheim,29238,8.00818,48.81256,l',14,III,7,11,1,29238
1336,1550,Röschwoog (Roeschwoog),28837,8.04001,48.83085,l',15,III,7,11,1,28837
1349,1554,Stollhofen,127766,8.04874,48.76575,l',15,III,7,11,1,127766
1353,1553,Söllingen,131708,8.05486,48.78147,l',15,III,7,11,1,131708
1356,1552,Ludwigsfeste (bei Roeschwoog) (Fort-Louis),36426,8.05803,48.80321,l',15,III,7,11,1,36426
1393,1551,Neuhäusel (Neuhaeusel),24504,8.08594,48.82427,l',15,III,7,11,1,24504
1409,1556,Leiberstung,132537,8.09585,48.75131,l',15,III,7,11,1,132537
1426,1560,Hügelsheim,128485,8.10904,48.79654,l',15,III,7,11,1,128485
1462,1561,Iffezheim,129341,8.14011,48.82287,l',15,III,7,11,1,129341
1465,1557,Halberstung,129229,8.14298,48.76025,l',15,III,7,11,1,129229
1489,1573,Kartung bei Sinzheim,544370,8.16546,48.771,l',15,III,7,11,1,544370
1490,1558,Sinzheim bei Winden,131394,8.16564,48.76405,l',15,III,7,11,1,131394
1507,1574,Sinzheim-Vormberg-Ebenung,544436,8.18209,48.7552,l',16,III,7,18,1,544436
1518,1571,Sandweier,129274,8.19586,48.80855,l',16,III,7,18,1,129274
1543,1570,Haueneberstein,130585,8.22194,48.80626,l',16,III,7,18,1,130585
1545,1569,Baden-Baden/Balg,132625,8.22708,48.78962,l',16,III,7,18,1,132625
1557,"1575, 1576, 1577, 1578","Baden-Baden, Baden-Baden, Baden-Baden, Baden-Baden-West","128948, 128948, 128948, 128948",8.24094,48.76273,l',16,III,7,18,4,128948
1566,1572,Baden-Oos,535394,8.24755,48.76768,l',16,III,7,18,1,535394
1571,1562,Kuppenheim,133154,8.25452,48.82818,l',16,III,7,18,1,133154
1591,1568,Ebersteinburg,129807,8.26889,48.77997,l',16,III,7,18,1,129807
1594,1563,Oberndorf,127779,8.27573,48.82868,l',16,III,7,18,1,127779
1614,1567,Staufenberg,131897,8.3082,48.76673,l',16,III,7,18,1,131897
1616,1564,(Bad) Rotenfels (Ortsteil von Gaggenau),129232,8.30895,48.81087,l',16,III,7,18,1,129232
1621,1566,Selbach,133643,8.31271,48.78121,l',16,III,7,18,1,133643
1629,1565,Gaggenau/Murg,127466,8.32147,48.801,l',16,III,7,18,1,127466
1636,1580,Ottenau,129199,8.33322,48.79344,l',16,III,7,18,1,129199
1638,1582,Gernsbach,129984,8.33578,48.76294,l',16,III,7,18,1,129984
276,1073,Reinhardsmünster,24279,7.31728,48.67755,m',10,III,8,4,1,24279
292,1072,Sankt Gallen,26380,7.32779,48.69001,m',10,III,8,4,1,26380
298,1162,Hengweiler,34045,7.33273,48.66842,m',10,III,8,4,1,34045
305,1097,Hägen,24723,7.33939,48.71422,m',10,III,8,4,1,24723
319,1092,Tal bei Maursmünster (Marmoutier),34473,7.35204,48.70268,m',11,III,8,28,1,34473
331,1095,Dimbstal,32590,7.35926,48.6727,m',11,III,8,28,1,32590
345,"1075, 1076, 1077","Zabern, Zabern, Zabern","522593, 522593, 522593",7.36605,48.73948,m',11,III,8,28,3,522593
355,1145,Salental,24637,7.37043,48.66739,m',11,III,8,28,1,24637
362,1078,Ottersweiler (Otterswiller),25328,7.37883,48.7258,m',11,III,8,28,1,25328
366,"1093, 1146","Maursmünster, Maursmünster (Marmoutier)","30727, 30727",7.38108,48.69056,m',11,III,8,28,2,30727
379,1147,Singrist,27112,7.38757,48.6705,m',11,III,8,28,1,27112
405,1094,Reutenburg,30183,7.4064,48.68515,m',11,III,8,28,1,30183
412,1079,Schweinheim (Schwenheim),23670,7.4132,48.71301,m',11,III,8,28,1,23670
415,1148,Jettersweiler,27815,7.41482,48.67034,m',11,III,8,28,1,27815
419,1087,Lochweiler,28078,7.41619,48.69645,m',11,III,8,28,1,28078
445,1098,Waldolwisheim,25162,7.43629,48.73254,m',11,III,8,28,1,25162
450,1080,Furchhausen,26541,7.43921,48.71868,m',11,III,8,28,1,26541
461,1088,Kleingöft,31710,7.44376,48.69162,m',11,III,8,28,1,31710
471,1089,Westhausen (Westhouse-Marmoutier),36455,7.44963,48.68592,m',11,III,8,28,1,36455
475,1096,Zehnacker,32842,7.45086,48.67123,m',11,III,8,28,1,32842
476,1086,Wolschheim,36487,7.45106,48.70358,m',11,III,8,28,1,36487
493,1090,Knörsheim,25028,7.46052,48.68079,m',11,III,8,28,1,25028
495,1085,Männolsheim,34885,7.46258,48.69969,m',11,III,8,28,1,34885
500,1081,Altenheim,25015,7.46448,48.71956,m',11,III,8,28,1,25015
534,"1082, 1083","Lupstein, Lupstein","30102, 30102",7.48491,48.73763,m',11,III,8,28,2,30102
538,1084,Friedolsheim,35213,7.48538,48.70717,m',11,III,8,28,1,35213
555,1091,Landersheim,32341,7.49655,48.69022,m',11,III,8,28,1,32341
570,1118,Wilwisheim,28678,7.5074,48.74799,m',11,III,8,28,1,28678
576,1117,Willgottheim,34603,7.51166,48.67082,m',12,III,8,21,1,34603
580,1113,Sässolsheim,23870,7.51503,48.70869,m',12,III,8,21,1,23870
590,1119,Ingenheim,26764,7.52092,48.7349,m',12,III,8,21,1,26764
614,1112,Dunzenheim,23951,7.53538,48.71278,m',12,III,8,21,1,23951
636,1115,Rohr,27196,7.54735,48.69609,m',12,III,8,21,1,27196
655,1100,Schaffhausen bei Hochfelden (schaffhouse-sur-Zorn),27812,7.56211,48.7324,m',12,III,8,21,1,27812
666,1114,Gugenheim,23689,7.56591,48.70185,m',12,III,8,21,1,23689
685,1116,Kienheim,29993,7.57862,48.68905,m',12,III,8,21,1,29993
692,1101,Mutzenhausen (Mutzenouse),25556,7.58822,48.7411,m',12,III,8,21,1,25556
695,1099,Gingsheim,31846,7.58895,48.71645,m',12,III,8,21,1,31846
726,1109,Gimbrett,26102,7.60781,48.69592,m',12,III,8,21,1,26102
741,1110,Reitweiler,24972,7.61546,48.67598,m',12,III,8,21,1,24972
742,1104,Hohatzenheim,34385,7.61598,48.71578,m',12,III,8,21,1,34385
765,1102,Waltenheim,29059,7.62965,48.74804,m',12,III,8,21,1,29059
766,1105,Mittelhausen,23982,7.63107,48.7093,m',12,III,8,21,1,23982
771,1103,Wingersheim,34320,7.63371,48.72198,m',12,III,8,21,1,34320
772,1108,Rumersheim,29657,7.6354,48.69228,m',12,III,8,21,1,29657
801,1107,Mittelschäffolsheim,26838,7.65125,48.70026,m',12,III,8,21,1,26838
813,1111,Berstett,31079,7.65758,48.67898,m',12,III,8,21,1,31079
814,1106,Bilwisheim,23170,7.65824,48.70895,m',12,III,8,21,1,23170
837,1128,Olwisheim,28815,7.67511,48.69681,m',12,III,8,21,1,28815
855,1121,Krautweiler,35460,7.68667,48.73776,m',13,III,8,8,1,35460
866,1129,Eckwersheim,33402,7.69351,48.68244,m',13,III,8,8,1,33402
887,1122,Brumath,24399,7.71045,48.73026,m',13,III,8,8,1,24399
892,1130,Vendenheim,31497,7.71285,48.66933,m',13,III,8,8,1,31497
941,1123,Geudertheim,34969,7.74686,48.72273,m',13,III,8,8,1,34969
982,1124,Bietlenheim,24003,7.7826,48.71905,m',13,III,8,8,1,24003
983,1127,Hördt,28201,7.78279,48.69341,m',13,III,8,8,1,28201
1014,1125,Kurzenhausen,36016,7.80901,48.74019,m',13,III,8,8,1,36016
